StateAbr	LibID	LibName	Address	City	Zip	Zip4	County	Phone	WebAddr	RelCode	LegBasis	PopLSA	CentralLib	BranchLib	BookMob	Master	Librarians	OtherPaid	TotStaff	LocGvt	StGvt	FedGvt	OtherInc	TotInc	PrintExp	ElecExp	OthMaterial	TotCollExp	TotalExp	BookVol	Ebook	Audio	Video	HrsOpen	Visits	RefTran	RegBor	TotCirc	KidCirc	TotProg	KidProg	TotAtten	KidAtten	GPTerms	PITUsr	Long	Lat	CountyPop	LocaleCode	CongDist
OK	OK0092	TONKAWA PUBLIC LIBRARY                                      	216 N. SEVENTH                     	TONKAWA             	74653	3537	KAY                 	5806283366	-3	CI	CI1	3105	1	0	0	0	1.6	0.8	2.4	103989	3041	400	985	108415	26838	0	4725	31563	108415	23126	0	1303	898	2184	20804	1456	3866	20617	8963	42	15	434	291	4	5105	-97.308571	36.67957	45632	33	3
OK	OK0093	TULSA CITY-COUNTY LIBRARY SYSTEM                            	400 CIVIC CENTER                   	TULSA               	74103	3830	TULSA               	9185967977	WWW.TULSALIBRARY.ORG                                                            	CO	CO1	585068	1	24	2	72.13	136.93	162.2	299.13	23384851	359507	156920	1159944	25061222	2542156	404140	401233	3347529	22877170	1595903	2921	99977	56237	68536	3685929	470392	374912	4834307	1921193	5243	4666	209720	184401	618	2600213	-95.996501	36.15035	591982	11	1
OK	OK0094	VINITA PUBLIC LIBRARY                                       	215 W ILLINOIS                     	VINITA              	74301	3129	CRAIG               	9182562115	www.vinitapl.okpls.org                                                          	CI	CI1	5992	1	0	0	0	1.55	1.65	3.2	116219	14178	824	12242	143463	13244	1311	4221	18776	146321	24489	0	1298	1041	2080	52011	18720	5679	34504	5032	40	38	743	725	13	22369	-95.155886	36.6393	15132	33	2
OK	OK0095	WAGONER CITY PUBLIC LIBRARY                                 	302 N. MAIN                        	WAGONER             	74467	3834	WAGONER             	9184852126	www.wagoner.lib.ok.us                                                           	CI	CI1	8001	1	0	0	0	2	2.6	4.6	213505	34392	5345	1000	254242	30522	0	7559	38081	247479	31242	0	1583	2014	2704	40245	8112	10069	50670	10255	53	45	3887	3607	16	12788	-95.376792	35.96173	68960	32	1
OK	OK0096	WALTERS PUBLIC LIBRARY                                      	202 NORTH  BROADWAY                	WALTERS             	73572	2042	COTTON              	5808752006	www.walterspubliclibrary.com                                                    	CI	CI1	2563	1	0	0	0	1.38	0	1.38	31777	9349	0	6637	47763	7111	0	0	7111	51052	12935	0	124	229	1846	6920	8840	1733	5096	750	7	5	330	130	6	342	-98.309184	34.35917	6191	32	4
OK	OK0097	WATONGA PUBLIC LIBRARY                                      	301 N PROUTY                       	WATONGA             	73772	3644	BLAINE              	5806237748	M                                                                               	CI	CI1	5609	1	0	0	1	3	0.95	3.95	171353	10069	0	5531	186953	20905	2259	4258	27422	186953	30817	0	291	1054	2184	19968	2340	1986	22427	5660	178	134	3037	2620	6	9945	-98.414351	35.84667	12659	33	3
OK	OK0098	WAURIKA PUBLIC LIBRARY                                      	98TH MERIDIAN                      	WAURIKA             	73573	3063	JEFFERSON           	5802283274	-3	CI	CI1	1831	1	0	0	0	1	0	1	30300	9295	0	646	40241	4199	0	0	4199	37906	5206	0	164	125	2210	3113	1144	1372	3228	940	6	6	500	500	5	1664	-97.999877	34.16347	6219	43	4
OK	OK0099	WAYNOKA PUBLIC LIBRARY                                      	1659 CECIL STREET                  	WAYNOKA             	73860	1233	WOODS               	5808246181	www.waynokapl.okpls.org                                                         	CI	CI1	911	1	0	0	0	0.8	0	0.8	28000	3808	0	0	31808	2271	0	1001	3272	31809	5281	0	435	492	1664	9201	1560	503	3721	1315	19	17	217	208	5	4274	-98.881108	36.58548	8422	43	3
OK	OK0100	WETUMKA PUBLIC LIBRARY                                      	202 N MAIN                         	WETUMKA             	74883	3099	HUGHES              	4054523785	-3	CI	CI1	1425	1	0	0	0	0.75	0	0.75	19500	3909	2157	600	26166	3067	0	3796	6863	27109	7159	0	50	994	1040	8550	2080	628	8680	3060	8	8	160	160	2	2080	-96.241639	35.23809	13625	43	2
OK	OK0101	WEWOKA PUBLIC LIBRARY                                       	118 W 5TH                          	WEWOKA              	74884	3102	SEMINOLE            	4052573225	-3	CI	CI1	3391	1	0	0	0	1.75	0	1.75	61848	5290	0	0	67138	7834	0	0	7834	67138	29117	0	289	0	2236	16107	780	805	13082	2231	4	4	73	73	4	3101	-96.491938	35.15458	24200	33	5
OK	OK0102	WOODWARD PUBLIC LIBRARY                                     	1500 MAIN                          	WOODWARD            	73801	3053	WOODWARD            	5802548544	www.woodward.lib.ok.us                                                          	CI	CI1	12033	1	0	0	0	5	1.9	6.9	363235	20475	400	0	384110	26993	3698	8024	38715	371269	32213	0	2011	663	2860	31286	50752	10189	73816	32961	195	177	7943	7575	9	8553	-99.398504	36.436	19838	33	3
OK	OK0103	WYNNEWOOD PUBLIC LIBRARY                                    	108 N. DEAN A MCGEE                	WYNNEWOOD           	73098	7810	GARVIN              	4056652512	-3	CI	CI1	2318	1	0	0	0	1	0	1	54521	3988	2157	0	60666	2100	0	0	2100	54177	12609	0	490	700	2080	19471	7332	3929	22348	6704	24	21	215	178	5	5160	-97.170406	34.64294	27247	42	4
OK	OK0104	YALE PUBLIC LIBRARY                                         	213 N MAIN                         	YALE                	74085	2509	PAYNE               	9183872135	-3	CI	CI1	1289	1	0	0	0	2.2	0	2.2	63554	3259	543	0	67356	4884	0	1020	5904	67356	22925	0	582	1558	2184	10828	520	2133	20981	10902	76	76	1110	1110	5	3074	-96.699133	36.11535	78280	42	3
OK	OK0105	YUKON - MABEL C. FRY PUBLIC LIBRARY                         	1200 LAKESHORE DRIVE               	YUKON               	73099	3263	CANADIAN            	4053548232	www.yukon.lib.ok.us                                                             	CI	CI1	22279	1	0	0	2	3	4.13	7.13	383088	21481	0	8064	412633	47436	660	1039	49135	408932	35199	0	272	525	2600	75749	57304	668	106320	33186	106	87	7290	6334	4	4216	-97.719252	35.50785	106079	21	3
OK	OK0106	OKEMAH PUBLIC LIBRARY                                       	301 SOUTH 2ND                      	OKEMAH              	74859	4004	OKFUSKEE            	9186231915	-3	CI	CI1	2973	1	0	0	0	1	0	1	37697	11478	1891	4326	55392	11978	0	0	11978	42680	24509	0	86	102	1846	9365	1092	3399	9372	1637	1	1	67	67	5	2875	-96.302214	35.4286	11172	33	2
OK	OK0107	TRYON PUBLIC LIBRARY                                        	25 S MAIN ST                       	TRYON               	74875	65	LINCOLN             	9183742220	-3	CI	CI1	455	1	0	0	0	0	0.43	0.43	10980	3813	0	1590	16383	1047	0	0	1047	14426	3819	0	0	410	884	4040	1300	457	4040	2540	56	8	820	240	6	3982	-96.963885	35.86943	32153	43	3
OK	OK0110	KELLYVILLE PUBLIC LIBRARY                                   	230 E BUFFALO                      	KELLYVILLE          	74039	1260	CREEK               	9182473740	-3	CI	CI1	921	1	0	0	0	0.8	0	0.8	44000	4450	0	0	48450	4117	245	55	4417	46449	14778	0	413	504	1664	6079	1560	2366	7947	2035	6	6	167	167	5	1907	-96.214194	35.94364	69822	41	3
OK	OK0111	LANGLEY PUBLIC LIBRARY                                      	325 OSAGE                          	LANGLEY             	74350	655	MAYES               	9187824461	www.langleypubliclibrary.org                                                    	CI	CI1	688	1	0	0	0	1	0.6	1.6	54566	3810	1741	1622	61739	3731	0	4689	8420	61739	9659	0	442	469	1924	17888	6240	2983	9668	1373	53	41	536	500	8	5000	-95.048876	36.47039	39912	43	2
OK	OK0112	CLAREMORE - WILL ROGERS LIBRARY                             	1515 NORTH FLORENCE AVE            	CLAREMORE           	74017	7032	ROGERS              	9183411564	www.willrogerslibrary.org                                                       	CI	CI1	17314	1	0	0	0	5	1	6	388700	35176	400	25191	449467	64120	6343	7846	78309	414225	60747	0	1375	2887	2756	121025	39000	32687	130588	57773	146	62	2491	1194	20	24000	-95.603732	36.32373	84300	41	2
OK	OK0113	STILLWATER PUBLIC LIBRARY                                   	1107 S. DUCK                       	STILLWATER          	74074	4449	PAYNE               	4053723633	library.stillwater.org                                                          	CI	CI1	44818	1	0	0	1.49	9.49	15.35	24.84	1355467	32815	8080	52947	1449309	126044	7225	27679	160948	1342098	93253	0	10050	3970	3640	299832	56940	29078	340421	128300	502	381	18887	17422	28	234495	-97.062674	36.11088	78280	33	3
OK	OK0114	MOUNDS PUBLIC LIBRARY                                       	15 WEST 14TH STREET                	MOUNDS              	74047	310	CREEK               	9188273949	www.mounds.okpls.org                                                            	CI	CI1	1274	1	0	0	0	0.95	0	0.95	15577	4450	885	0	20912	259	0	0	259	20912	8272	0	157	1076	1976	10956	2600	910	4538	2269	16	10	268	208	5	9600	-96.015245	35.86448	69822	42	1
OK	OK0116	RINGLING - GLEASON MEMORIAL LIBRARY                         	5TH AND MAIN ST.                   	RINGLING            	73456	M   	JEFFERSON           	5806622925	-3	CI	CI1	1070	1	0	0	0	0.58	0.25	0.83	18884	4936	0	910	24730	4443	0	300	4743	23375	5435	0	134	53	1196	6035	7384	421	4782	453	3	3	60	60	6	2392	-97.592628	34.17843	6219	43	4
OK	OK0117	ALLEN PUBLIC LIBRARY                                        	214 EAST BROADWAY                  	ALLEN               	74825	M   	PONTOTOC            	5808572933	www.allenpl.okpls.org                                                           	CI	CI1	960	1	0	0	0	0.88	0	0.88	24542	3357	0	0	27899	3119	0	0	3119	27349	10060	0	135	5	1560	6816	520	1385	2643	1119	2	2	90	90	2	2600	-96.414327	34.8791	36999	43	4
OK	OK0118	CATOOSA PUBLIC LIBRARY                                      	105 E OAK                          	CATOOSA             	74015	2090	ROGERS              	9182661684	-3	CI	CI1	6608	1	0	0	1	1	1.5	2.5	111371	3315	2723	189	117598	7460	491	1192	9143	117598	17275	0	392	862	2288	7269	8320	6606	17729	5163	44	37	1311	1015	10	6022	-95.747113	36.18538	84300	21	1
OK	OK0119	LAVERNE DELPHIAN MUNICIPAL LIBRARY                          	122 W. JANE JAYROE BLVD            	LAVERNE             	73848	3848	HARPER              	5809217323	-3	CI	CI1	1025	1	0	0	0	0.5	0.13	0.63	12877	6434	5697	124	25132	3663	620	402	4685	20082	5790	0	184	0	1300	2829	1872	672	6557	2211	20	20	295	295	2	1000	-99.894074	36.70974	3290	43	3
OK	OK0120	PIEDMONT PUBLIC LIBRARY                                     	1129 STOUT STREET NW               	PIEDMONT            	73078	3078	CANADIAN            	4053739018	www.piedmontlibrary.org                                                         	CI	CI1	5008	1	0	0	1	1	0	1	21634	5375	0	41822	68831	6625	0	4809	11434	70500	14042	0	200	275	2080	13121	4056	2975	21956	11935	130	76	2280	1799	7	1448	-97.751874	35.67338	106079	42	3
OK	OK0121	HYDRO PUBLIC LIBRARY                                        	518 S. BROADWAY                    	HYDRO               	73048	3048	BLAINE              	4056632009	M                                                                               	CI	CI1	1037	1	0	0	0	0.38	0	0.38	0	0	0	1682	1682	0	0	0	0	1684	6953	0	275	324	988	1763	156	445	2250	499	5	3	352	280	2	333	-98.577091	35.54544	12659	42	3
OK	OK0122	SALINA PUBLIC LIBRARY                                       	420 E FERRY STREET                 	SALINA              	74365	4365	MAYES               	9184348001	-3	CI	CI1	1465	1	0	0	0.78	0.78	0	0.78	20000	0	0	11081	31081	8290	0	0	8290	34710	4828	0	0	0	1612	1553	156	506	2862	1413	2	2	6	6	3	1041	-95.14947	36.2929	39912	42	2
OK	OK8002	APACHE PUBLIC LIBRARY                                       	111 E. EVANS                       	APACHE              	73006	593	CADDO               	5805883661	-3	CI	CI1	1587	1	0	0	0	0.38	0	0.38	5044	4498	1489	990	12021	522	0	0	522	12021	13214	0	169	261	780	9205	1352	353	12982	2548	3	3	104	104	3	1633	-98.364477	34.89364	29024	42	3
OK	OK8004	MEEKER PUBLIC LIBRARY                                       	616 W. CARL HUBBELL BOULEVARD      	MEEKER              	74855	4855	LINCOLN             	4052791139	-3	CI	CI1	997	1	0	0	0	0.38	0	0.38	6253	4014	0	0	10267	348	0	0	348	10810	13136	0	512	333	884	1575	312	1615	5456	1925	21	11	240	118	4	1342	-96.898837	35.49269	32153	42	3
OK	OK8005	KAW CITY - J.A. WALKER MEMORIAL LIBRARY                     	900 MORGAN SQUARE                  	KAW CITY            	74641	4641	KAY                 	5802691317	-3	CI	CI1	359	1	0	0	0	0.5	0	0.5	8950	3041	0	150	12141	801	0	0	801	11235	2315	0	31	76	1040	676	364	229	625	225	1	1	20	20	4	560	-96.860344	36.76452	45632	42	3
OR	OR0001	AGNESS COMMUNITY LIBRARY DISTRICT                           	03905 COUGAR LN                    	AGNESS              	97406	9707	CURRY               	5412476323	www.agnesslibrary.plinkit.org                                                   	LD	OTH	129	1	0	0	0	0.35	0.25	0.6	15178	1000	793	485	17456	260	0	107	367	13357	7317	0	161	733	732	784	13	190	632	290	7	7	53	53	3	249	-124.070422	42.55691	21523	43	4
OR	OR0002	AMITY PUBLIC LIBRARY                                        	307 S TRADE ST                     	AMITY               	97101	470	YAMHILL             	5038358181	-3	CI	CI1	1480	1	0	0	0	0.4	0	0.4	21703	1000	0	1120	23823	950	0	0	950	17381	12631	0	251	751	1064	14662	3318	2364	7705	985	4	3	187	180	4	11372	-123.206173	45.11739	98168	42	1
OR	OR0004	ESTACADA PUBLIC LIBRARY                                     	825 NW WADE                        	ESTACADA            	97023	9779	CLACKAMAS           	5036308273	www.estacada.lib.or.us                                                          	CI	CI1	18726	1	0	0	1.5	1.5	5	6.5	320799	1000	0	37000	358799	25200	0	27800	53000	420460	41739	0	14088	8935	2520	86000	9000	8509	286812	63715	62	60	2720	2650	26	37000	-122.337982	45.29689	380576	32	3
OR	OR0005	EUGENE PUBLIC LIBRARY                                       	100 W 10TH AVE                     	EUGENE              	97401	3035	LANE                	5416825450	www.eugene-or.gov/library                                                       	CI	CI1	153690	1	2	0	20.4	20.4	86	106.4	10207305	22813	48039	667287	10945444	495820	64697	259874	820391	10143652	380336	10	44172	45130	8936	1527239	121046	91992	2791737	993832	913	787	39573	35214	68	276742	-123.094412	44.0488	346560	12	4
OR	OR0008	SIUSLAW PUBLIC LIBRARY DISTRICT                             	1460 9TH ST                        	FLORENCE            	97439	22	LANE                	5419973132	www.siuslawlibrary.org                                                          	LD	OTH	17177	1	1	0	3.1	5.1	3.9	9	690189	2772	0	44418	737379	74528	6885	16859	98272	681284	81993	3830	4999	5340	4085	166071	7026	7727	198492	35952	319	278	8158	7294	19	23931	-124.104835	43.97463	346560	33	4
OR	OR0009	FOREST GROVE CITY LIBRARY                                   	2114 PACIFIC AVE                   	FOREST GROVE        	97116	2114	WASHINGTON          	5039923247	www.wccls.org                                                                   	CI	CI1	28664	1	0	0	3.8	4.55	7	11.55	757409	4147	0	6658	768214	53895	0	14318	68213	768214	87266	35	11236	6493	2558	165318	13639	14019	283964	123018	95	90	3937	3687	15	19365	-123.109864	45.51964	529216	21	1
OR	OR0010	FOSSIL PUBLIC LIBRARY                                       	401 MAIN ST                        	FOSSIL              	97830	487	WHEELER             	5417632046	-3	CI	CI1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-120.213725	44.997297	1319	43	2
OR	OR0011	GLADSTONE PUBLIC LIBRARY                                    	135 E DARTMOUTH                    	GLADSTONE           	97027	2435	CLACKAMAS           	5036562411	gladstone.lib.or.us                                                             	CI	CI1	20573	1	0	0	1	1	5.25	6.25	556051	2141	0	23500	581692	48801	0	38291	87092	578787	50273	0	10769	8443	2666	107800	17200	8671	270673	80595	78	78	2018	2018	5	75000	-122.59394	45.38046	380576	21	5
OR	OR0012	CURRY PUBLIC LIBRARY DISTRICT                               	94341 3RD STREET                   	GOLD BEACH          	97444	8732	CURRY               	5412477246	www.curry.plinkit.org                                                           	LD	OTH	4897	1	0	0	1	1	4.76	5.76	317342	1133	1256	13109	332840	24267	4327	3927	32521	318110	38293	0	1205	1529	2760	49000	2300	4652	60227	32507	74	74	1380	1380	8	8147	-124.417595	42.41241	21523	43	4
OR	OR0013	ARLINGTON PUBLIC LIBRARY                                    	500 W FIRST ST                     	ARLINGTON           	97812	339	GILLIAM             	5414542444	-3	CI	CI1	830	1	0	0	0	0.5	0.1	0.6	20000	1000	0	1319	22319	2837	0	735	3572	24712	6641	0	521	248	794	2736	240	348	2227	566	24	21	359	308	3	875	-120.254103	45.52041	1747	43	2
OR	OR0014	JOSEPHINE COUNTY LIBRARY SYSTEM                             	200 NW C ST                        	GRANTS PASS         	97526	2094	JOSEPHINE           	5414745480	www.co.josephine.or.us                                                          	CO	CO1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-123.326633	42.442531	81618	32	2
OR	OR0015	HARRISBURG PUBLIC LIBRARY                                   	354 SMITH ST                       	HARRISBURG          	97446	9744	LINN                	5419956946	www.ci.harrisburg.or.us                                                         	CI	CI1	3400	1	0	0	0	0.82	0.25	1.07	55000	472	0	4325	59797	7410	0	300	7710	55428	11287	0	45	282	1742	9426	3591	1098	6926	2323	27	25	350	325	4	7245	-123.170163	44.2722	115348	32	4
OR	OR0016	HELIX PUBLIC LIBRARY                                        	119 COLUMBIA ST                    	HELIX               	97835	324	UMATILLA            	5414576130	-3	CI	CI1	312	1	0	0	0	0.48	0	0.48	16356	1000	0	3000	20356	2393	0	60	2453	17137	7426	0	163	392	803	1713	150	125	2259	1426	83	83	792	792	2	460	-118.655411	45.84971	73526	43	2
OR	OR0018	HERMISTON PUBLIC LIBRARY                                    	235 E GLADYS AVE                   	HERMISTON           	97838	1827	UMATILLA            	5415672882	www.hermistonlibrary.us                                                         	CI	CI1	21386	1	0	0	1	4	3.5	7.5	598833	2975	1558	30591	633957	22884	2092	4217	29193	513141	35333	3452	5379	2499	2285	112011	2147	10203	82312	24945	305	263	10683	10131	16	18807	-119.288003	45.84143	73526	32	2
OR	OR0019	HILLSBORO PUBLIC LIBRARY                                    	2850 NE BROOKWOOD PARKWAY          	HILLSBORO           	97124	5327	WASHINGTON          	5036156500	www.hillsboro.plinkit.org                                                       	CI	CI1	162658	1	1	0	17.25	20.25	53.88	74.13	6649576	17174	0	169916	6836666	489869	0	142782	632651	6246827	248808	35	25444	22507	5782	684314	77239	61273	1877986	830333	760	607	19987	17844	50	114087	-122.933305	45.5459	529216	41	1
OR	OR0020	HOOD RIVER COUNTY LIBRARY                                   	502 STATE ST                       	HOOD RIVER          	97031	2042	HOOD RIVER          	5413862535	M                                                                               	CO	CO1	21470	1	2	0	4	4	6.25	10.25	717191	5081	0	63376	785648	55317	4632	18196	78145	780531	69188	0	2568	4160	5216	155905	30888	16070	140472	61997	272	255	6441	6029	22	53496	-121.515423	45.70819	21536	33	2
OR	OR0021	INDEPENDENCE PUBLIC LIBRARY                                 	175 MONMOUTH ST                    	INDEPENDENCE        	97351	2423	POLK                	5038381811	www.ccrls.org/independence                                                      	CI	CI1	7905	1	0	0	1	2	1.67	3.67	261863	1269	35387	18881	317400	29088	316	9555	38959	316060	33662	0	2126	4589	2167	80548	2830	5368	80472	19269	157	145	4813	4603	15	23757	-123.18563	44.85109	77074	31	5
OR	OR0022	JEFFERSON PUBLIC LIBRARY                                    	128 N MAIN ST                      	JEFFERSON           	97352	9735	MARION              	5413273826	WWW.jefferson.plinkit.org                                                       	CI	CI1	2590	1	0	0	1	1	0.5	1.5	54051	1000	0	2950	58001	5700	0	700	6400	63150	15432	0	1536	1088	1664	16104	6150	3921	22343	7494	34	28	539	514	6	5426	-123.011663	44.71797	314606	31	5
OR	OR0023	ASTORIA PUBLIC LIBRARY                                      	450 TENTH ST                       	ASTORIA             	97103	4699	CLATSOP             	5033257323	astorialibrary.org                                                              	CI	CI1	10045	1	0	0	1	2	2.63	4.63	382393	1456	0	11021	394870	30684	750	6077	37511	367460	47530	0	1050	1161	2073	49419	8056	10887	38493	11926	63	60	2811	2655	5	31731	-123.832718	46.188	37404	33	1
OR	OR0024	GRANT COUNTY LIBRARY                                        	507 S CANYON BLVD                  	JOHN DAY            	97845	1050	GRANT               	5415751992	-3	CO	CO1	7580	1	0	1	0	0.8	1.52	2.32	119071	7300	0	0	126371	9585	0	3000	12585	126316	35001	0	888	756	2878	31639	20000	3503	31620	7908	71	58	590	550	3	3419	-118.952841	44.41105	6916	43	2
OR	OR0025	JOSEPH CITY LIBRARY                                         	201 N MAIN ST                      	JOSEPH              	97846	15	WALLOWA             	5414320141	www.josephlibrary.plinkit.org                                                   	CI	CI1	1805	1	0	0	0	0.55	0	0.55	37797	1000	774	0	39571	5367	0	400	5767	36755	10119	0	753	712	1000	5126	1432	1053	9985	2295	32	32	554	554	3	1353	-117.229919	45.35348	6760	43	2
OR	OR0026	JUNCTION CITY PUBLIC LIBRARY                                	726 GREENWOOD ST                   	JUNCTION CITY       	97448	280	LANE                	5419988942	www.ci.junction-city.or.us/library                                              	CI	CI1	5135	1	0	0	1	1	0.75	1.75	144415	1000	0	8288	153703	11590	140	2000	13730	140903	27173	0	362	1050	1541	22555	3800	1751	29782	11913	56	56	900	900	7	7672	-123.202588	44.22039	346560	31	4
OR	OR0027	KLAMATH COUNTY LIBRARY SERVICE DISTRICT                     	126 S THIRD ST                     	KLAMATH FALLS       	97601	6319	KLAMATH             	5418828895	www.klamathlibrary.plinkit.org                                                  	LD	CO1	65815	1	10	0	3	8	27.5	35.5	2171078	22264	0	37959	2231301	239685	21954	73448	335087	1963806	184428	0	14448	15364	12922	560641	13832	39078	375393	110318	694	530	16510	14850	37	52752	-121.784505	42.22254	66425	43	2
OR	OR0028	LA GRANDE PUBLIC LIBRARY                                    	2006 4TH STREET                    	LA GRANDE           	97850	2512	UNION               	5419621339	www.ci.la-grande.or.us/dept_library.cfm                                         	CI	CI1	19092	1	0	0	0	6	0.3	6.3	531996	5098	0	18124	555218	48435	3066	11086	62587	520369	55353	0	6938	4635	1707	123322	18851	10483	171780	64776	361	301	8412	6744	22	62100	-118.096434	45.32989	24961	33	2
OR	OR0029	LAKE OSWEGO PUBLIC LIBRARY                                  	706 4TH ST                         	LAKE OSWEGO         	97034	2399	CLACKAMAS           	5036367628	lakeoswegolibrary.org                                                           	CI	CI1	43689	1	0	0	10.8	12.1	22.1	34.2	3316087	6392	0	190757	3513236	251343	26792	153089	431224	2978705	154383	0	28487	23019	3286	374446	58079	32495	1453509	409979	549	355	20264	11967	33	60764	-122.667102	45.42375	380576	21	5
OR	OR0030	LAKESIDE PUBLIC LIBRARY                                     	915 N LAKE                         	LAKESIDE            	97449	811	COOS                	5417494432	www.cooslibraries.org                                                           	CI	CI1	2044	1	0	0	0	0.63	0.84	1.47	56000	1000	0	3196	60196	7660	400	1250	9310	64073	23900	0	725	1890	1560	26520	1100	1650	23698	7948	11	8	264	194	8	12800	-124.173798	43.57593	63453	42	4
OR	OR0031	LAKE COUNTY LIBRARY DISTRICT                                	513 CENTER ST                      	LAKEVIEW            	97630	1582	LAKE                	5419476019	www.lakecountylibrary.org                                                       	LD	CO1	7565	1	3	0	1	1	3.78	4.78	211087	15849	1301	16658	244895	22194	1700	3992	27886	227855	41768	0	1750	3565	5162	42778	2267	3165	53310	11753	280	217	4004	3292	12	12759	-120.345105	42.1894	7239	43	2
OR	OR0032	LANGLOIS LIBRARY DISTRICT                                   	48234 HWY 101                      	LANGLOIS            	97450	277	CURRY               	5413482066	www.langloislibrary.org                                                         	LD	OTH	732	1	0	0	0	1	0.51	1.51	55481	1000	0	15021	71502	7385	0	1584	8969	67819	17301	0	664	1835	1685	8285	606	428	11357	3056	50	22	1586	739	4	1926	-124.453793	42.91377	21523	43	4
OR	OR0033	LEBANON PUBLIC LIBRARY                                      	626 SECOND ST                      	LEBANON             	97355	3329	LINN                	5412584926	www.ci.lebanon.or.us                                                            	CI	CI1	14705	1	0	0	0	1	3.16	4.16	363090	2616	0	44175	409881	21888	1753	6695	30336	371521	36422	0	1834	2332	2354	76476	5746	7300	111400	42767	72	71	2632	2597	6	12370	-122.908612	44.53973	115348	32	4
OR	OR0034	DRIFTWOOD PUBLIC LIBRARY                                    	801 SW HWY 101 #201                	LINCOLN CITY        	97367	2720	LINCOLN             	5419962277	www.driftwoodlib.org                                                            	CI	CI1	13555	1	0	0	1	1	8	9	795589	1042	0	4000	800631	77200	2000	6700	85900	710297	70007	3200	8332	4646	2802	118563	8467	7793	177751	24073	313	217	9623	5514	11	96309	-124.017469	44.96298	45946	33	5
OR	OR0035	ATHENA PUBLIC LIBRARY                                       	418 E MAIN ST                      	ATHENA              	97813	450	UMATILLA            	5415662470	www.uci.net/~athenalibrary                                                      	CI	CI1	1721	1	0	0	0	0.75	0	0.75	41034	1400	407	370	43211	5797	0	943	6740	50845	9488	0	555	633	1202	4343	800	650	7105	1935	28	28	455	455	2	480	-118.488593	45.81168	73526	42	2
OR	OR0036	LYONS PUBLIC LIBRARY                                        	448 CEDAR ST                       	LYONS               	97358	2124	LINN                	5038592366	M                                                                               	CI	CI1	1105	1	0	0	0	0.69	0.21	0.9	50975	1000	0	1940	53915	1093	0	8	1101	46985	24015	0	5726	1570	1293	11000	2600	1800	18873	8283	74	70	1614	1589	3	1000	-122.617243	44.77752	115348	42	4
OR	OR0037	JEFFERSON COUNTY LIBRARY DISTRICT                           	241 SE 7TH ST                      	MADRAS              	97741	1611	JEFFERSON           	5414754678	www.jcld.org                                                                    	CO	CO1	18485	1	0	0	2	2	6.5	8.5	450303	8775	14156	32926	506160	41498	2750	8406	52654	447347	44786	0	3207	1183	2720	75322	6786	8993	66514	22726	790	734	16029	14820	7	12263	-121.127563	44.63266	20512	33	2
OR	OR0038	SOUTHERN WASCO COUNTY LIBRARY                               	410 DESCHUTES AVE                  	MAUPIN              	97037	328	WASCO               	5413952208	www.wasco.plinkit.org                                                           	NP	CI2	490	1	0	0	0	0.3	0	0.3	47615	0	0	217	47832	11281	0	700	11981	34334	4599	0	36	77	1040	2215	468	177	2525	587	26	26	545	545	2	1192	-121.079665	45.17564	23775	43	2
OR	OR0039	MCMINNVILLE PUBLIC LIBRARY                                  	225 NW ADAMS ST                    	MCMINNVILLE         	97128	5425	YAMHILL             	5034355555	www.maclibrary.org                                                              	CI	CI1	31665	1	0	1	4	7.48	9.03	16.51	1444047	5525	0	60450	1510022	71291	11184	13963	96438	1324750	78104	2	8986	5403	2964	231474	28551	26961	338278	138304	430	350	12563	10528	30	33958	-123.199125	45.20946	98168	32	1
OR	OR0040	ADAMS PUBLIC LIBRARY                                        	190 NORTH MAIN                     	ADAMS               	97810	20	UMATILLA            	5415663038	www.adams.plinkit.org                                                           	CI	CI1	454	1	0	0	0	0.5	0	0.5	19499	1400	0	1526	22425	3221	0	3422	6643	22667	4649	0	160	52	780	1000	464	131	700	391	24	20	140	105	1	455	-118.563059	45.76706	73526	43	2
OR	OR0041	JACKSON COUNTY LIBRARY SERVICES                             	205 S CENTRAL AVE                  	MEDFORD             	97501	2730	JACKSON             	5417748673	www.jcls.org                                                                    	CO	CO1	202310	1	14	0	7.55	9.55	42.45	52	3247577	0	0	506634	3754211	446351	42926	41656	530933	3754211	550926	6	37569	13421	10459	895281	107622	135252	832139	320562	1003	807	24160	20244	148	257341	-122.870532	42.32479	201138	22	2
OR	OR0042	MILTON-FREEWATER PUBLIC LIBRARY                             	8 SW EIGHTH AVE                    	MILTON-FREEWATER    	97862	1501	UMATILLA            	5419388247	www.mfcity.com                                                                  	CI	CI1	8877	1	0	0	1	1	2.96	3.96	260086	1271	0	12066	273423	21357	0	3456	24813	282318	40753	0	2760	1109	2159	25537	2222	4588	48136	12077	145	114	2833	2620	12	7716	-118.384974	45.92777	73526	33	2
